Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,OUC OC ADMIN BLDG 1,201 S Rosalind Ave,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.539245,-81.374459,4/21/2021,88169,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,City of Doral - Government Center,8401 NW 53rd Terrace,,Doral,FL,33166,,305-593-6725,E,,Public,7am-9pm M-F,,,,,,2,,,Non-Networked,,200-9,25.822094,-80.334406,11/9/2020,88344,2021-03-11 23:22:17 UTC,LG,,,11/1/2017,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,
ELEC,City of Doral - Police Substation Facility,3719 NW 97th Ave,,Doral,FL,33178,,305-593-6725,E,,Public,7am-8pm M-F,,,,,,4,,,Non-Networked,,200-8,25.807534,-80.353312,11/9/2020,88345,2021-03-11 23:22:17 UTC,LG,,,1/1/2018,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,
ELEC,OUC AVALON PARK 4,3885 Avalon Park E Blvd,,Orlando,FL,32828,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.508671,-81.154541,4/21/2021,88380,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC AVALON PARK 5,3843 Avalon Park E Blvd,,Orlando,FL,32828,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.509219,-81.154162,4/21/2021,88381,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ORLANDO CBD EOLA EV1,211 East Robinson St,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.545901,-81.374985,4/21/2021,88555,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC OUC OCCC 01,9837 International Dr,,Orlando,FL,32819,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.426476,-81.463905,4/21/2021,88561,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,MARLOWS MARLOWS,Mike Roberto Way,,Oviedo,FL,32765,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.656679,-81.20352,4/21/2021,88792,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC STCL LAKESHORE1,1100 E Lakeshore Blvd,,Saint Cloud,FL,34769,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.259075,-81.281173,4/21/2021,89767,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OBE POWER ICON LAS OLAS 1,590 East Las Olas Blvd,,Fort Lauderdale,FL,33301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.118774,-80.137847,4/21/2021,89775,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC HARMONY UNIT 2,7251 5 Oaks Dr,,Saint Cloud,FL,34773,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.191152,-81.145697,4/21/2021,89781,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Edenson Dental,109 W Bearss Ave,,Tampa,FL,33613,,813-632-3118,E,,Public,8am-4:30pm daily; for customer use only; see front desk for access,,,,,,2,,,Non-Networked,,GPS,28.088298,-82.460487,11/9/2020,92008,2021-03-11 23:22:17 UTC,P,,,2/15/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS APS STATION 2,305 E Altamonte Dr 1000,,Altamonte Springs,FL,32701,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.664094,-81.380962,4/21/2021,92257,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,UNIV OF FLORIDA GARAGE 8 UNIT 1,Parking Garage 8 (Norman),,Gainesville,FL,32601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.645853,-82.337345,4/21/2021,92280,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF NPR REC CENTER EVSE,6622-6698 Van Buren St,,New Port Richey,FL,34653,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.254691,-82.711374,4/21/2021,92290,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SEACOAST BANK 250 ORANGE AVE,250 N Orange Ave,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.544973,-81.379263,4/21/2021,92333,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC COO JEFF 02,62 W Washington St,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.543732,-81.380525,4/21/2021,92347,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OUC OSC UNIT 1,800 E Princeton St,,Orlando,FL,32803,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.57111,-81.367993,4/21/2021,92349,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,CHARGE WP WP GLASS KNIFE,276 S Orlando Ave,,Winter Park,FL,32751,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.595905,-81.364487,4/21/2021,92377,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,VALET EV WEST VALET,3720 S Ocean Blvd,,Highland Beach,FL,33487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.40834,-80.066975,4/21/2021,92378,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,VALET EV NORTH VALET,3700 S Ocean Blvd,,Highland Beach,FL,33487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.409209,-80.065784,4/21/2021,92379,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,VALET EV SOUTH VALET,3740 S Ocean Blvd,,Highland Beach,FL,33487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.407119,-80.065444,4/21/2021,92380,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SHERATON ORL N EV CHARGER 01,600 N Lake Destiny Rd,,Maitland,FL,32751,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.632265,-81.391504,4/21/2021,92386,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT SARASOTA ST1,5245 University Pkwy,,Bradenton,FL,34201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.387616,-82.464473,4/21/2021,92387,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT SARASOTA ST2,5280 University Pkwy,,Sarasota,FL,34243,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.387822,-82.464412,4/21/2021,92400,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WINTER PARK PUBLIC SAFETY,500 N Virginia Ave,,Winter Park,FL,32789,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.600829,-81.354718,4/21/2021,92436,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ALLABOARDFLORID FT LAUDERDALE 3,320 NW 2nd St,,Fort Lauderdale,FL,33311,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.1238,-80.146945,4/21/2021,92437,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Orlando International Premium Outlets,4951 International Dr,,Orlando,FL,32819,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,28.47446,-81.450252,4/21/2021,93180,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lake Buena Vista Factory Stores,15657 State Road 535,,Orlando,FL,32821,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,28.350673,-81.487646,4/21/2021,93198,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Orlando Vineland Premium Outlets,8200 Vineland Ave,,Orlando,FL,32821,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,28.38891,-81.49063,4/21/2021,93200,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dadeland Mall,7535 N Kendall Dr,,Miami,FL,33156,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,25.691396,-80.312875,4/21/2021,93205,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,The Falls,8888 SW 136th St,,Miami,FL,33176,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,25.644627,-80.337651,4/21/2021,93206,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunlawton Square,3817 S Nova Rd,,Port Orange,FL,32127,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,29.12656,-81.003488,4/21/2021,93226,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Shoppes at Winter Park,495 N Semoran Blvd,,Winter Park,FL,32792,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,28.603686,-81.30682,4/21/2021,93232,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Indian River Village,709 E 3rd Ave,,New Smyrna Beach,FL,32169,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,29.02792,-80.894808,4/21/2021,93233,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Coral Square,9469 W Atlantic Blvd,,Coral Springs,FL,33071,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,26.242426,-80.249158,4/21/2021,93239,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Miami International Mall,1455 NW 107th Ave,,Miami,FL,33172,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,25.78782,-80.36607,4/21/2021,93243,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,The Falls,8888 SW 136th St,,Miami,FL,33176,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,25.642255,-80.335975,4/21/2021,93258,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Coral Gables City Hall,405 Biltmore Way,,Miami,FL,33134,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,25.748977,-80.264467,4/21/2021,93280,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Marketplace at Seminole Towne Center,1401 Wp Ball Blvd,,Sanford,FL,32771,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,28.79934,-81.335641,4/21/2021,93286,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,The Shops at Sunset Place,5701 Sunset Dr,,Miami,FL,33143,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,25.705662,-80.286362,4/21/2021,93288,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Town Center at Boca Raton,6000 Glades Rd,,Boca Raton,FL,33431,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,26.362185,-80.13195,4/21/2021,93307,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Vizcaya Square Shopping Center,975 N Nob Hill Rd,,Fort Lauderdale,FL,33324,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,26.134,-80.287955,4/21/2021,93310,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Sunrise Town Center,3426 N University Dr,,Fort Lauderdale,FL,33351,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,26.169602,-80.254558,4/21/2021,93325,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Wilton Manors City Hall,2020 Wilton Dr,,Wilton Manors,FL,33305,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,26.15428,-80.13988,4/21/2021,93330,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Florida Keys Outlet Center,250 E Palm Dr,,Homestead,FL,33034,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,25.453656,-80.473666,4/21/2021,93331,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Community First Credit Union,13910 Village Lake Cir,,Jacksonville,FL,32258,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.141035,-81.544914,4/21/2021,93386,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,3108 US Highway 98 N,,Lakeland,FL,33805,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,28.080933,-81.966367,4/21/2021,93424,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1202 N Broadway Ave,,Bartow,FL,33830,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.906758,-81.842889,4/21/2021,93444,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,St. Augustine Outlets,500 Outlet Mall Blvd,,Saint Augustine,FL,32084,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,29.924822,-81.411944,4/21/2021,93471,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Doubletree Jacksonville Airport,2101 Dixie Clipper Dr,,Jacksonville,FL,32218,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.489761,-81.67932,4/21/2021,93474,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,River City Marketplace,13000 City Station Dr,,Jacksonville,FL,32218,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.478805,-81.641413,4/21/2021,93481,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,3820 S Dale Mabry Hwy,,Tampa,FL,33611,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.906575,-82.505459,4/21/2021,93491,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1346 W Brandon Blvd,,Brandon,FL,33511,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.937947,-82.303718,4/21/2021,93493,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,3720 Tampa Rd,,Oldsmar,FL,34677,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,28.043597,-82.680138,4/21/2021,93497,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,9009 20th St,,Vero Beach,FL,32966,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.638616,-80.512841,4/21/2021,93506,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1622 W Kennedy Blvd,,Tampa,FL,33606,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.94439,-82.476433,4/21/2021,93544,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Jacksonville Beach Public Parking,55 N. 2nd St.,,Jacksonville Beach,FL,32250,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.289191,-81.390651,4/21/2021,93589,2021-04-21 01:07:00 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,ALLABOARDFLORID WPB 1,501 Fern St,,West Palm Beach,FL,33401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.710895,-80.055448,4/21/2021,93764,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Publix #1558,2952 Aventura Blvd,Parking garage,Aventura,FL,33180,,305-792-1429,E,,Public,Store business hours; for customer use only,,,,,,1,,,Non-Networked,,GPS,25.960264,-80.14118,2/15/2021,94381,2021-03-11 23:22:17 UTC,P,,,11/9/2017,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,Publix #1562,200 Island Way,Northwest corner of the parking garage,Clearwater,FL,33767,,727-298-8618,E,,Public,Store business hours; for customer use only,,,,,,2,,,Non-Networked,,GPS,27.97886,-82.817276,2/15/2021,94382,2021-03-11 23:22:17 UTC,P,,,12/7/2017,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,Publix #1559,443 W County Rd 419,Left side of the store in last island,Oviedo,FL,33768,,407-366-4727,E,,Public,Store business hours; for customer use only,,,,,,1,,,Non-Networked,,GPS,28.646284,-81.13725,2/15/2021,94383,2021-03-11 23:22:17 UTC,P,,,12/14/2017,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,Publix #1554,1740 Polk St,Parking garage,Hollywood,FL,33020,,954-927-7879,E,,Public,Store business hours; for customer use only,,,,,,1,,,Non-Networked,,GPS,26.012901,-80.14141,2/15/2021,94384,2021-03-11 23:22:17 UTC,P,,,2/22/2018,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,Publix #621,1920 West Ave,Parking garage first floor southwest corner,Miami Beach,FL,33139,,305-535-4268,E,,Public,Store business hours; for customer use only,,,,,,2,,,Non-Networked,,GPS,25.795124,-80.14327,2/15/2021,94385,2021-03-11 23:22:17 UTC,P,,,3/1/2018,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,Publix #1571,8455 NW 53rd Terrace,Parking Garage,Doral,FL,33136,,305-594-5574,E,,Public,Store business hours; for customer use only,,,,,,1,,,Non-Networked,,GPS,25.823074,-80.334564,2/15/2021,94386,2021-03-11 23:22:17 UTC,P,,,1/11/2018,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,CITY OF NPR PEACE HALL EV,6509 Grand Blvd,,New Port Richey,FL,34652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.25198,-82.722491,4/21/2021,94402,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ANSON STATION TWO,6261 Sawyer Loop Rd,,Sarasota,FL,34238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.26578,-82.474273,4/21/2021,94559,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OBE POWER UM LIFE SCIENCE,1953 NW 7th Ave,,Miami,FL,33136,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.794103,-80.206386,4/21/2021,94583,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
